,source,author,title,description,url,urlToImage,publishedAt,content
38,"{'id': 'business-insider', 'name': 'Business Insider'}",Mathias Döpfner,"At first, I was unsure if lockdowns are a good idea. But now I'm convinced we'll come through for the better.","The coronavirus pandemic can be confusing and concerns about the impact on the economy are valid. But the lockdown measures currently in force are the right call to control the coronavirus. Mathias Döpfner is CEO of Axel Springer SE, the parent company of Ins…",https://www.businessinsider.com/coronavirus-pandemic-temporary-lockdowns-will-hurt-but-are-needed-2020-3,https://i.insider.com/5e7b75b4671de02e5a714b0e?width=1200&format=jpeg,2020-03-25T18:59:14Z,"Business Insider
Shutdown. Pause. Mute. The coronavirus pandemic has radically changed our everyday lives. A necessity. However, this state of emergency must come to an end. Soon.
I have wanted to write for days but have hesitated. Because I have doubts. An… [+8222 chars]"
39,"{'id': 'bloomberg', 'name': 'Bloomberg'}",,The Senate’s Stimulus Bill Is Full of Disappointments for Climate Advocates - Bloomberg,The Senate’s Stimulus Bill Is Full of Disappointments for Climate Advocates Bloomberg Senate Strikes Deal on Coronavirus Stimulus Package That Excludes Help for Renewables Greentech Media News Coronavirus could lead America to pass its biggest climate bill ev…,https://www.bloomberg.com/tosv2.html?vid=&uuid=0381a330-6ef2-11ea-b017-8f35731e18ff&url=L25ld3MvYXJ0aWNsZXMvMjAyMC0wMy0yNS90aGUtc2VuYXRlLXMtc3RpbXVsdXMtYmlsbC1pcy1mdWxsLW9mLWRpc2FwcG9pbnRtZW50cy1mb3ItY2xpbWF0ZS1hZHZvY2F0ZXM=,,2020-03-25T22:21:13Z,
40,"{'id': None, 'name': 'Castanet.net'}",,Stocks open higher on Wall Street after deal on virus aid - Business News - Castanet.net,"Stocks open higher on Wall Street after deal on virus aid - Business News Castanet.net Stock market news live: Dow rises 1000 points as Boeing, Nike shares jump Yahoo News Canada Stocks Soar as Volatility Flops; Is it a Bear Market Bounce? DailyFX Four Things…",https://www.castanet.net/news/Business/280484/Stocks-open-higher-on-Wall-Street-after-deal-on-virus-aid,https://www.castanet.net/content/2020/3/SEL104-325_2020_001355_p3447952.jpg,2020-03-25T14:09:00Z,"Stocks are peeking higher in early morning trading on Wall Street Wednesday, as indexes look to lock in their first back-to-back gain since the market's brutal sell-off began last month on worries about the coronavirus outbreak.
The S&amp;P 500 was up slighl… [+2234 chars]"
41,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,Trump and Trudeau are on a collision course over COVID-19 isolation - The Globe and Mail,Trump and Trudeau are on a collision course over COVID-19 isolation The Globe and Mail Coronavirus: Trump warns of ‘suicides by thousands’ if U.S. businesses don’t re-open soon Global News Trump says he wants the U.S. 'opened up and just raring to go by Easte…,https://www.theglobeandmail.com/politics/article-trump-and-trudeau-are-on-a-collision-course-over-covid-19-isolation/,https://www.theglobeandmail.com/resizer/ea7ygj8_izmmcct3lpqm2duhLB8=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/65AHSSB2NZHDBOYWZCSY7A4MCU.jpg,2020-03-25T23:40:55Z,"'We cant let the cure be worse than the problem,' the U.S. President has taken to saying and tweeting, while Prime Minister Justin Trudeau wants Canadians to remain at home.
Sean Kilpatrick/The Canadian Press
If U.S. President Donald Trump gets his way, Nor… [+4661 chars]"
42,"{'id': None, 'name': 'Foxbusiness.com'}",Ken Martin,Stock futures trade higher as deal reached on coronavirus stimulus - Fox Business,Stock futures trade higher as deal reached on coronavirus stimulus Fox Business Stock market news live: Dow skyrockets to best day in 87 years as market bets on stimulus AOL Stock market news live: Stock futures slip after mega-rally carries Dow to best day s…,https://www.foxbusiness.com/markets/dow-futures-trade-higher-as-deal-reached-on-coronavirus-stimulus,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/03/0/0/stxdeal.jpg?ve=1&tl=1,2020-03-25T06:42:43Z,"Stock futures turned positive and continued to move higher, as White House and Senate leaders struck an agreement late Tuesday on a sweeping deal on injecting nearly $2 trillion of aid into an economy ravaged by the coronavirus.
Dow futures are indicating a … [+2061 chars]"
43,"{'id': None, 'name': 'Castanet.net'}",,Asian shares jump after Dow sees biggest gain since 1933 - World News - Castanet.net,Asian shares jump after Dow sees biggest gain since 1933 - World News Castanet.net Dow surges to biggest percentage gain since 1933 on coronavirus stimulus hopes Financial Post Stock market news live: Stock futures slip after mega-rally carries Dow to best da…,https://www.castanet.net/news/World/280461/Asian-shares-jump-after-Dow-sees-biggest-gain-since-1933,https://www.castanet.net/content/2020/3/XVY101-325_2020_015456_p3447860.jpg,2020-03-25T04:40:00Z,"BANGKOK - Shares advanced in Asia on Wednesday after the Dow Jones Industrial Average surged to its best day since 1933 as Congress and the White House neared a deal on injecting nearly $2 trillion of aid into an economy ravaged by the coronavirus.
Japan's N… [+5338 chars]"
44,"{'id': None, 'name': 'Globalnews.ca'}",dfilekgibson,"Coronavirus: Saskatchewan limits gatherings to 10 people, moves to limit more businesses - Global News","Coronavirus: Saskatchewan limits gatherings to 10 people, moves to limit more businesses Global News COVID-19 in Sask: Public gatherings to be capped at 10 people, province reports 14 new cases CBC.ca Leaked SHA document shows worst-case scenario outcome of c…",http://globalnews.ca/news/6729273/coronavirus-saskatchewan-limits-gatherings/,https://shawglobalnews.files.wordpress.com/2020/03/reg10653243-3.jpg?quality=70&strip=all&w=720&h=379&crop=1,2020-03-25T20:31:25Z,"The Saskatchewan government is taking further steps to reduce the spread of the new coronavirus by reducing the maximum size of gatherings from 25 people to 10 people and mandating certain businesses to close.
Starting Thursday, the government is limiting th… [+3924 chars]"
45,"{'id': None, 'name': 'Marketwatch.com'}",Jon Swartz,Facebook is both benefiting and battered by the coronavirus impact - MarketWatch,Facebook is both benefiting and battered by the coronavirus impact MarketWatch The coronavirus pandemic isn’t making Facebook any money The Next Web Facebook revenue slips as usage leaps during pandemic The Star Online Facebook’s ads business hit by Covid-19 …,http://www.marketwatch.com/story/facebook-is-both-benefiting-and-battered-by-the-coronavirus-impact-2020-03-25,https://s.marketwatch.com/public/resources/images/MW-ID031_Facebo_ZG_20200325104855.jpg,2020-03-25T17:33:40Z,"Few companies show the whipsaw impact of coronavirus than Facebook Inc., which is benefiting from and being battered by the pandemic.In a blog late Tuesday, the social-networking giant said total messaging across the platforms services the last month has incr… [+3743 chars]"
46,"{'id': None, 'name': 'Bbc.com'}",https://www.facebook.com/bbcnews,Canada backs $57bn coronavirus relief bill - BBC News,An earlier version received backlash for granting Justin Trudeau's cabinet far-reaching powers.,https://www.bbc.com/news/world-us-canada-52022506,https://ichef.bbci.co.uk/news/1024/branded_news/3C29/production/_111410451_hi060790316.jpg,2020-03-25T12:25:42Z,"Image copyrightAFP
 Canada's multi-billion-dollar relief package to respond to the coronavirus slowdown has passed in the Senate.
It allows the government to spend C$82bn ($57bn, £48bn) in emergency aid and economic stimulus. 
The bill received approval on… [+3389 chars]"
47,"{'id': None, 'name': 'Investing.com'}",,Crude Oil Heads Lower; Stimulus Boost Fails to Last - Investing.com,Crude Oil Heads Lower; Stimulus Boost Fails to Last Investing.com Prepare For The Next Wave Of Oil Bankruptcies OilPrice.com Oil’s 60% Crash Is the Tip of an Iceberg. The Reality Is Worse Yahoo Canada Finance Risks to oil & gas finance are opaque: what should…,https://www.investing.com/news/commodities-news/crude-oil-heads-lower-stimulus-boost-fails-to-last-2121107,https://i-invdn-com.akamaized.net/news/LYNXNPEB7C0BA_L.jpg,2020-03-25T14:27:23Z,"By Peter Nurse 
Investing.com - Oil markets turned lower Wednesday, with a bounce caused by the hefty stimulus package agreed on Capitol Hill short-lived as investors revisit the specter of deepening demand destruction and massive oversupply.
AT 10:50 AM ET… [+2021 chars]"
48,"{'id': None, 'name': 'Bnnbloomberg.ca'}",Bloomberg News,Stocks mixed after rally; Treasuries flat - BNNBloomberg.ca,Stocks mixed after rally; Treasuries flat BNNBloomberg.ca Live Market Watch: Dow fluctuates on coronavirus news | 3/25/2020 Fox Business Stock market news live: Stocks mixed after $2 trillion stimulus deal reached Yahoo News Canada Here’s Why Stocks Just Had …,http://www.bnnbloomberg.ca/stock-rally-to-build-in-asia-as-wall-street-surges-markets-wrap-1.1411781,https://www.bnnbloomberg.ca/polopoly_fs/1.1411958!/fileimage/httpImage/image.jpg_gen/derivatives/landscape_620/stock-board.jpg,2020-03-25T13:37:03Z,"U.S. stocks struggled to post their first back-to-back gain since the coronavirus crisis began as investors awaited details on the unprecedented government spending packages aimed at countering the hit from the pandemic. Treasuries advanced.
The S&amp;P 500 … [+3529 chars]"
49,"{'id': None, 'name': 'Huffingtonpost.ca'}",Ryan Maloney,"Feds Unveil $2,000 Monthly Benefit For Workers Without Income Due To Coronavirus - HuffPost Canada","Feds Unveil $2,000 Monthly Benefit For Workers Without Income Due To Coronavirus HuffPost Canada View Full coverage on Google News",https://www.huffingtonpost.ca/entry/monthly-benefit-coronavirus_ca_5e7b8395c5b62a1870d65ae1,https://img.huffingtonpost.com/asset/5e7b848b2400006a0bcea484.jpeg?cache=Xosjrx7juy&ops=1200_630,2020-03-25T20:40:54Z,"OTTAWA — The Liberals are repackaging two previously promised benefits for Canadians whose working lives are disrupted by COVID-19, a change that will almost double direct spending in the government’s economic plan to $52 billion.
Combining the two benefits … [+4089 chars]"
50,"{'id': None, 'name': 'Mercurynews.com'}",The Associated Press,Federal officials reach deal on $2 trillion aid package - The Mercury News,"By Lisa Mascaro, Andrew Taylor and Jonathan Lemire | The Associated Press WASHINGTON — The White House and Senate leaders of both parties announced agreement early Wednesday on unprecedented emerge…",https://www.mercurynews.com/federal-officials-reach-deal-on-2-trillion-aid-package,https://www.mercurynews.com/wp-content/uploads/2020/03/SJM-L-DEAL-0325.jpg?w=1024&h=683,2020-03-25T09:17:29Z,"By Lisa Mascaro, Andrew Taylor and Jonathan Lemire | The Associated Press
WASHINGTON The White House and Senate leaders of both parties announced agreement early Wednesday on unprecedented emergency legislation to rush sweeping aid to businesses, workers and… [+7124 chars]"
51,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",,The latest on the coronavirus: Emergency payments to start in April - The Globe and Mail,The latest on the coronavirus: Emergency payments to start in April The Globe and Mail Premier Doug Ford is cutting daytime electricity prices by about $20 monthly | COVID-19 Toronto Star Ontarians will get a break on their hydro bills during COVID-19 pandemi…,https://www.theglobeandmail.com/canada/article-the-latest-on-the-coronavirus-good-deeds-shine-transplant-surgeries/,https://www.theglobeandmail.com/resizer/RSDP7YHzX3lqGt0xeN_6Z7bmfGY=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/6TKROIGQCNF6XF4XAC3I6XLBUQ.jpg,2020-03-25T09:21:33Z,"Latest headlines
<ul><li>Federal government to rejig benefits for workers; Trudeau says it will deliver $2,000 a month for four months to each</li><li>Health Minister Patty Hajdu says government will start enforcing 14-day self-isolation period for traveller… [+20009 chars]"
